customer_id,signup_date,plan_type,monthly_revenue,total_revenue,contract_type,tenure_months,support_tickets,usage_minutes,feature_usage_score,payment_failures,region,customer_segment,churned,churn_date
CUST-00257,2022-12-22,enterprise,1092.82,13113.81,multi-year,12,0,735,43,0,EMEA,enterprise,0,
CUST-00258,2021-01-02,growth,139.69,4889.19,month-to-month,35,0,528,77,0,APAC,mid-market,0,
CUST-00259,2021-10-18,enterprise,785.57,7070.1,month-to-month,9,0,534,35,0,NA,enterprise,1,2022-07-15
CUST-00260,2021-11-19,enterprise,872.66,4363.32,annual,5,1,591,75,2,LATAM,enterprise,0,
CUST-00261,2021-12-26,growth,147.92,1775.0,multi-year,12,2,819,54,0,LATAM,mid-market,0,
CUST-00262,2021-03-08,starter,61.14,733.66,annual,12,2,801,64,2,EMEA,smb,0,
CUST-00263,2021-12-10,starter,46.31,1898.9,multi-year,41,1,817,93,2,NA,mid-market,0,
CUST-00264,2021-08-10,enterprise,788.53,37060.86,annual,47,4,638,83,0,NA,enterprise,0,
CUST-00265,2022-04-07,growth,132.7,1459.65,month-to-month,11,4,284,57,0,EMEA,smb,1,2023-03-03
CUST-00266,2021-06-03,starter,59.05,1122.02,annual,19,0,765,80,0,NA,smb,0,
CUST-00267,2022-02-25,growth,136.01,6256.62,multi-year,46,0,821,100,2,EMEA,smb,1,2025-12-06
CUST-00268,2023-01-09,growth,176.71,7598.33,annual,43,0,848,77,0,NA,smb,0,
CUST-00269,2023-03-26,growth,154.87,2013.37,month-to-month,13,0,145,4,0,LATAM,smb,1,2024-04-19
CUST-00270,2023-08-11,starter,50.39,2116.26,annual,42,1,765,58,0,APAC,mid-market,0,
CUST-00271,2022-04-11,starter,52.26,522.62,month-to-month,10,3,556,78,0,NA,smb,0,
CUST-00272,2023-03-20,enterprise,848.89,22919.95,annual,27,7,842,60,0,NA,enterprise,0,
CUST-00273,2021-03-29,starter,45.8,366.42,multi-year,8,6,741,66,0,LATAM,mid-market,1,2021-11-24
CUST-00274,2023-03-06,starter,59.57,3157.09,annual,53,2,632,100,1,LATAM,smb,1,2027-07-13
CUST-00275,2021-10-31,growth,151.66,8947.81,annual,59,4,510,54,1,NA,mid-market,0,
CUST-00276,2023-08-27,enterprise,859.13,6013.93,annual,7,3,889,44,1,NA,enterprise,0,
CUST-00277,2023-02-02,growth,154.97,464.92,month-to-month,3,1,411,36,1,NA,smb,1,2023-05-03
CUST-00278,2023-06-27,growth,140.24,2524.25,annual,18,4,479,1,1,APAC,smb,0,
CUST-00279,2021-04-26,starter,51.77,673.05,month-to-month,13,1,276,53,2,EMEA,smb,1,2022-05-21
CUST-00280,2021-04-29,growth,178.81,1609.3,annual,9,3,560,65,0,EMEA,smb,0,
CUST-00281,2022-05-11,growth,181.67,8356.6,month-to-month,46,0,273,46,0,APAC,smb,0,
CUST-00282,2021-02-26,growth,176.17,6694.45,month-to-month,38,1,494,30,0,LATAM,mid-market,1,2024-04-11
CUST-00283,2021-01-19,starter,51.71,2844.07,annual,55,0,712,95,0,LATAM,smb,0,
CUST-00284,2022-07-18,enterprise,1020.45,39797.61,annual,39,3,352,14,0,LATAM,enterprise,0,
CUST-00285,2023-11-14,enterprise,906.97,27208.98,annual,30,0,518,39,0,APAC,enterprise,0,
CUST-00286,2022-09-04,growth,146.03,2920.56,annual,20,2,583,82,0,EMEA,mid-market,0,
CUST-00287,2023-10-16,starter,44.39,2308.42,annual,52,4,534,78,1,APAC,smb,1,2028-01-23
CUST-00288,2023-12-31,growth,169.95,8157.71,month-to-month,48,0,336,36,0,LATAM,smb,1,2027-12-10
CUST-00289,2022-06-14,enterprise,869.79,28703.23,annual,33,0,537,50,0,EMEA,enterprise,0,
CUST-00290,2022-06-18,enterprise,1047.55,43996.99,annual,42,0,645,54,0,APAC,enterprise,0,
CUST-00291,2023-02-21,starter,45.46,2545.93,month-to-month,56,2,298,28,0,APAC,smb,1,2027-09-28
CUST-00292,2022-01-05,starter,60.99,548.89,annual,9,10,987,66,0,NA,smb,1,2022-10-02
CUST-00293,2023-09-30,starter,44.95,944.05,annual,21,2,610,100,0,NA,mid-market,0,
CUST-00294,2022-10-22,growth,170.2,4425.13,month-to-month,26,1,627,70,0,EMEA,smb,0,
CUST-00295,2021-04-04,starter,53.19,797.82,month-to-month,15,2,538,82,0,APAC,smb,1,2022-06-28
CUST-00296,2023-01-06,enterprise,887.4,30171.49,month-to-month,34,2,830,31,0,EMEA,enterprise,0,
CUST-00297,2023-01-21,growth,161.8,323.59,multi-year,2,0,826,91,1,NA,smb,0,
CUST-00298,2023-02-18,starter,55.17,2151.59,annual,39,11,631,67,0,NA,smb,0,
CUST-00299,2021-10-08,starter,54.63,764.89,month-to-month,14,2,355,67,0,LATAM,mid-market,1,2022-12-02
CUST-00300,2023-12-08,enterprise,983.15,46207.91,month-to-month,47,2,470,21,0,EMEA,enterprise,0,
CUST-00301,2021-07-02,starter,46.25,138.74,month-to-month,3,1,360,22,2,NA,smb,1,2021-09-30
CUST-00302,2023-07-25,enterprise,1089.51,10895.09,annual,10,6,878,83,1,APAC,enterprise,0,
CUST-00303,2021-04-04,starter,56.13,3143.02,month-to-month,56,0,474,27,0,NA,smb,1,2025-11-09
CUST-00304,2022-12-03,enterprise,1027.76,11305.37,annual,11,0,771,66,1,EMEA,enterprise,0,
CUST-00305,2021-09-29,growth,179.46,3230.33,month-to-month,18,4,264,44,0,NA,smb,1,2023-03-23
CUST-00306,2023-01-05,enterprise,829.33,5805.32,annual,7,1,727,44,0,NA,enterprise,0,
CUST-00307,2022-06-20,enterprise,912.05,42866.25,annual,47,8,718,65,0,APAC,enterprise,1,2026-04-30
CUST-00308,2023-09-14,starter,50.13,2155.75,annual,43,4,565,46,0,APAC,smb,0,
CUST-00309,2023-08-20,starter,59.96,3238.04,annual,54,3,631,68,1,LATAM,mid-market,0,
CUST-00310,2022-04-27,enterprise,962.11,30787.46,month-to-month,32,0,396,63,0,NA,enterprise,0,
CUST-00311,2023-04-25,growth,165.59,993.55,annual,6,4,787,84,0,NA,smb,1,2023-10-22
CUST-00312,2022-11-30,starter,45.7,2330.92,month-to-month,51,2,365,62,0,APAC,mid-market,0,
CUST-00313,2021-08-22,enterprise,1000.47,55025.7,annual,55,1,517,56,0,NA,enterprise,0,
CUST-00314,2021-12-03,growth,168.49,3875.38,month-to-month,23,3,379,63,2,LATAM,mid-market,1,2023-10-24
CUST-00315,2022-01-26,growth,139.5,976.49,annual,7,0,877,94,0,APAC,smb,0,
CUST-00316,2021-04-10,starter,60.54,3027.08,month-to-month,50,4,269,30,0,LATAM,smb,1,2025-05-19
CUST-00317,2022-10-22,enterprise,1057.31,34891.29,month-to-month,33,3,394,31,2,LATAM,enterprise,1,2025-07-08
CUST-00318,2023-11-16,starter,44.36,798.45,annual,18,1,570,100,0,APAC,smb,0,
CUST-00319,2022-12-09,enterprise,988.6,20760.61,month-to-month,21,2,357,33,2,EMEA,enterprise,1,2024-08-30
CUST-00320,2023-05-05,enterprise,890.81,10689.78,annual,12,1,615,78,0,APAC,enterprise,0,
CUST-00321,2021-11-26,enterprise,836.03,836.03,month-to-month,1,1,575,91,0,APAC,enterprise,0,
CUST-00322,2022-04-05,starter,50.52,2273.44,month-to-month,45,3,284,37,0,LATAM,mid-market,0,
CUST-00323,2021-04-21,growth,184.81,8316.41,annual,45,2,345,71,2,NA,smb,1,2024-12-31
CUST-00324,2022-02-07,growth,161.72,8732.76,month-to-month,54,0,391,25,0,EMEA,mid-market,0,
CUST-00325,2021-11-26,starter,47.12,565.45,month-to-month,12,7,463,45,1,APAC,smb,1,2022-11-21
CUST-00326,2023-10-02,starter,53.72,161.15,month-to-month,3,0,782,83,0,APAC,smb,0,
CUST-00327,2022-03-13,starter,49.56,594.68,annual,12,1,757,88,1,APAC,smb,0,
CUST-00328,2022-05-15,growth,153.21,5515.62,month-to-month,36,3,667,71,3,NA,smb,0,
CUST-00329,2023-11-08,starter,56.75,1418.79,month-to-month,25,0,620,73,1,LATAM,mid-market,0,
CUST-00330,2021-05-15,starter,52.19,1096.08,month-to-month,21,1,628,100,2,EMEA,mid-market,1,2023-02-04
CUST-00331,2021-05-28,growth,172.85,9334.03,annual,54,0,521,22,0,EMEA,mid-market,0,
CUST-00332,2023-04-15,starter,57.75,346.52,annual,6,0,649,76,0,LATAM,smb,0,
CUST-00333,2021-04-04,growth,130.42,260.84,month-to-month,2,1,685,71,0,NA,smb,0,
CUST-00334,2021-03-05,growth,149.38,7618.49,month-to-month,51,2,358,82,0,LATAM,smb,0,
CUST-00335,2023-02-04,growth,167.02,8517.84,month-to-month,51,3,516,67,0,NA,smb,0,
CUST-00336,2022-12-06,starter,47.62,142.87,annual,3,0,272,31,0,EMEA,mid-market,0,
CUST-00337,2021-04-22,starter,54.8,602.81,annual,11,0,648,78,0,LATAM,smb,0,
CUST-00338,2021-07-24,starter,44.16,750.77,month-to-month,17,0,287,43,1,APAC,mid-market,0,
CUST-00339,2022-10-10,growth,160.36,5131.42,multi-year,32,1,577,92,0,LATAM,mid-market,0,
CUST-00340,2023-08-06,starter,56.02,2576.75,month-to-month,46,2,476,33,0,LATAM,smb,0,
CUST-00341,2021-06-06,starter,59.12,709.43,month-to-month,12,2,372,75,0,NA,smb,1,2022-06-01
CUST-00342,2023-08-25,enterprise,1090.06,44692.33,annual,41,0,473,55,0,EMEA,enterprise,0,
CUST-00343,2021-12-06,growth,166.15,1495.31,month-to-month,9,1,279,54,0,EMEA,smb,0,
CUST-00344,2022-04-25,starter,46.19,2217.23,month-to-month,48,2,692,77,2,NA,smb,1,2026-04-04
CUST-00345,2023-12-04,growth,145.96,3649.12,month-to-month,25,1,860,84,0,APAC,mid-market,0,
CUST-00346,2022-05-31,enterprise,1087.15,38050.33,month-to-month,35,1,276,58,0,LATAM,enterprise,1,2025-04-15
CUST-00347,2021-10-12,enterprise,981.42,25517.03,month-to-month,26,0,247,43,1,LATAM,enterprise,0,
CUST-00348,2022-11-08,growth,166.05,2324.73,month-to-month,14,0,193,22,0,NA,smb,1,2024-01-02
CUST-00349,2023-11-16,starter,52.89,2009.83,month-to-month,38,0,477,42,1,NA,mid-market,1,2026-12-30
CUST-00350,2022-08-04,enterprise,966.82,10635.04,month-to-month,11,0,638,63,0,NA,enterprise,1,2023-06-30
CUST-00351,2023-11-13,growth,161.38,9037.04,annual,56,1,574,75,0,APAC,smb,0,
CUST-00352,2023-10-30,growth,138.71,5409.69,annual,39,1,592,75,0,LATAM,smb,0,
CUST-00353,2023-09-15,enterprise,945.15,11341.77,annual,12,1,921,77,0,EMEA,enterprise,0,
CUST-00354,2023-12-22,enterprise,897.34,897.34,month-to-month,1,5,314,24,1,LATAM,enterprise,1,2024-01-21
CUST-00355,2023-09-05,growth,132.47,3046.9,annual,23,1,667,42,1,EMEA,smb,1,2025-07-26
CUST-00356,2021-08-30,enterprise,1048.03,40873.03,month-to-month,39,4,524,96,0,NA,enterprise,0,
CUST-00357,2023-01-19,growth,177.61,4795.38,month-to-month,27,0,359,30,0,APAC,smb,0,
CUST-00358,2022-09-21,enterprise,963.7,13491.75,month-to-month,14,1,277,43,1,APAC,enterprise,1,2023-11-15
CUST-00359,2023-11-08,starter,60.26,3314.04,month-to-month,55,4,465,73,0,LATAM,mid-market,1,2028-05-15
CUST-00360,2021-06-30,starter,50.89,559.84,annual,11,1,749,38,0,NA,mid-market,0,
CUST-00361,2021-12-25,starter,55.6,2613.08,month-to-month,47,1,283,27,3,LATAM,smb,1,2025-11-04
CUST-00362,2022-05-05,growth,136.75,1777.77,month-to-month,13,0,314,40,0,NA,smb,1,2023-05-30
CUST-00363,2021-05-21,enterprise,950.33,17105.94,month-to-month,18,3,261,56,0,NA,enterprise,0,
CUST-00364,2022-06-19,growth,182.06,4187.4,annual,23,7,567,62,0,EMEA,mid-market,0,
CUST-00365,2022-05-28,starter,58.82,1941.12,month-to-month,33,0,560,27,2,LATAM,smb,0,
CUST-00366,2023-09-15,enterprise,1086.54,54327.0,annual,50,0,688,43,0,NA,enterprise,0,
CUST-00367,2022-06-24,starter,52.15,2294.55,month-to-month,44,2,302,50,1,EMEA,smb,0,
CUST-00368,2022-01-25,growth,160.84,804.22,month-to-month,5,1,386,53,0,LATAM,smb,1,2022-06-24
CUST-00369,2021-09-03,starter,48.63,2723.18,month-to-month,56,0,584,40,0,NA,mid-market,0,
CUST-00370,2022-07-17,starter,47.83,2343.78,annual,49,4,739,55,2,LATAM,mid-market,0,
CUST-00371,2023-10-27,growth,155.16,4034.1,annual,26,0,920,80,0,APAC,smb,0,
CUST-00372,2021-07-26,starter,41.88,1256.45,annual,30,8,413,48,0,APAC,smb,1,2024-01-12
CUST-00373,2023-05-09,starter,45.25,1629.17,annual,36,0,791,65,0,APAC,smb,0,
CUST-00374,2023-06-05,growth,169.61,2035.33,month-to-month,12,1,315,11,3,LATAM,smb,0,
CUST-00375,2022-10-09,starter,58.3,1807.24,annual,31,3,123,42,0,LATAM,smb,0,
CUST-00376,2022-11-17,starter,58.09,1510.44,annual,26,0,676,83,0,APAC,smb,0,
CUST-00377,2021-12-24,growth,138.51,3185.68,annual,23,0,926,35,0,APAC,smb,0,
CUST-00378,2021-12-10,growth,164.3,8215.0,annual,50,2,553,80,1,APAC,smb,1,2026-01-18
CUST-00379,2023-03-21,growth,165.57,9106.33,annual,55,5,572,82,0,APAC,smb,0,
CUST-00380,2022-04-26,enterprise,1071.32,25711.79,annual,24,3,557,73,0,APAC,enterprise,0,
CUST-00381,2023-03-25,enterprise,934.31,5605.85,annual,6,0,960,93,0,NA,enterprise,0,
CUST-00382,2023-12-15,starter,50.34,2114.11,annual,42,5,683,99,0,EMEA,smb,1,2027-05-28
CUST-00383,2021-12-29,growth,153.16,8577.11,annual,56,1,526,66,3,LATAM,smb,0,
CUST-00384,2022-09-23,growth,140.19,4766.35,annual,34,2,804,58,0,APAC,mid-market,1,2025-07-09
CUST-00385,2023-10-05,starter,52.14,52.14,month-to-month,1,1,516,81,1,LATAM,smb,0,
CUST-00386,2021-12-01,growth,160.06,6242.3,annual,39,0,534,83,0,LATAM,smb,0,
CUST-00387,2022-08-07,enterprise,1054.55,6327.32,month-to-month,6,1,462,2,0,APAC,enterprise,0,
CUST-00388,2021-02-09,starter,53.86,484.7,annual,9,0,555,60,0,EMEA,smb,0,
CUST-00389,2022-03-21,starter,43.42,303.93,month-to-month,7,0,410,42,0,APAC,smb,1,2022-10-17
CUST-00390,2023-03-15,growth,183.37,4400.83,annual,24,1,501,100,1,NA,smb,1,2025-03-04
CUST-00391,2022-05-22,growth,149.58,7927.95,month-to-month,53,1,680,65,0,NA,mid-market,0,
CUST-00392,2021-03-28,starter,60.0,2039.99,annual,34,2,337,71,0,NA,smb,1,2024-01-12
CUST-00393,2021-12-09,starter,54.06,1297.32,annual,24,4,665,78,1,APAC,smb,0,
CUST-00394,2022-05-25,starter,44.69,44.69,month-to-month,1,7,341,16,0,EMEA,mid-market,0,
CUST-00395,2021-08-08,growth,135.82,8149.41,annual,60,7,789,76,1,EMEA,mid-market,0,
CUST-00396,2021-03-22,growth,169.82,8830.86,month-to-month,52,4,584,72,1,LATAM,mid-market,1,2025-06-29
CUST-00397,2021-11-25,growth,178.36,2318.71,annual,13,1,569,88,0,NA,mid-market,0,
CUST-00398,2023-01-16,growth,137.71,4819.77,month-to-month,35,1,328,28,0,EMEA,mid-market,1,2025-12-01
CUST-00399,2021-08-15,growth,145.88,1896.4,month-to-month,13,1,220,34,0,NA,smb,0,
CUST-00400,2023-10-01,starter,52.84,634.1,month-to-month,12,4,357,42,0,APAC,mid-market,0,
CUST-00401,2021-05-05,starter,43.22,43.22,month-to-month,1,5,94,44,0,APAC,smb,0,
CUST-00402,2022-09-15,growth,129.07,6840.87,multi-year,53,1,706,57,0,NA,mid-market,0,
CUST-00403,2022-01-02,enterprise,1000.36,7002.54,multi-year,7,0,571,77,0,LATAM,enterprise,0,
CUST-00404,2022-11-23,growth,137.4,6045.67,annual,44,1,721,62,0,EMEA,mid-market,0,
CUST-00405,2022-10-25,growth,172.2,9987.33,annual,58,0,580,85,3,EMEA,mid-market,0,
CUST-00406,2023-11-27,growth,185.23,4445.62,month-to-month,24,7,224,59,0,EMEA,mid-market,1,2025-11-16
CUST-00407,2023-11-14,enterprise,1103.38,22067.56,month-to-month,20,9,320,70,0,EMEA,enterprise,0,
CUST-00408,2022-03-22,starter,47.54,427.82,month-to-month,9,0,430,55,1,NA,smb,0,
CUST-00409,2023-02-21,starter,53.32,1706.13,annual,32,3,340,23,0,NA,mid-market,0,
CUST-00410,2021-01-24,growth,172.57,3969.0,multi-year,23,4,723,66,0,LATAM,mid-market,0,
CUST-00411,2023-07-02,growth,166.8,5837.95,month-to-month,35,1,400,32,0,NA,smb,0,
CUST-00412,2023-10-25,growth,150.44,1504.42,month-to-month,10,0,384,39,0,LATAM,smb,1,2024-08-20
CUST-00413,2022-05-20,starter,53.72,1665.43,month-to-month,31,1,369,32,0,EMEA,mid-market,0,
CUST-00414,2021-02-19,growth,147.41,6486.0,annual,44,5,570,53,0,APAC,smb,0,
CUST-00415,2021-06-25,growth,148.93,5957.19,month-to-month,40,0,474,31,0,NA,smb,0,
CUST-00416,2022-11-11,starter,47.63,2667.3,month-to-month,56,3,270,69,0,EMEA,mid-market,1,2027-06-18
CUST-00417,2023-12-15,growth,127.75,4598.85,month-to-month,36,1,586,91,1,NA,mid-market,0,
CUST-00418,2023-01-08,starter,42.96,2190.72,month-to-month,51,2,53,51,0,NA,smb,0,
CUST-00419,2021-06-30,growth,155.54,2333.04,annual,15,8,563,32,0,EMEA,smb,0,
CUST-00420,2022-12-22,starter,44.73,134.18,multi-year,3,0,569,85,0,APAC,smb,0,
CUST-00421,2022-07-28,growth,185.68,9655.13,month-to-month,52,0,20,94,0,EMEA,mid-market,0,
CUST-00422,2021-11-09,starter,55.11,330.64,annual,6,2,507,37,0,LATAM,smb,0,
CUST-00423,2021-10-10,enterprise,1010.13,22222.95,multi-year,22,1,528,50,0,APAC,enterprise,0,
CUST-00424,2023-12-28,starter,59.63,1669.51,annual,28,12,877,100,3,NA,mid-market,1,2026-04-16
CUST-00425,2022-07-15,starter,47.6,2236.99,annual,47,0,1051,62,0,EMEA,smb,0,
CUST-00426,2021-02-23,starter,46.18,92.35,month-to-month,2,3,408,65,0,APAC,mid-market,1,2021-04-24
CUST-00427,2021-12-02,starter,49.24,1625.06,annual,33,4,589,60,0,EMEA,smb,0,
CUST-00428,2023-06-19,starter,56.5,3390.15,month-to-month,60,0,407,1,0,LATAM,smb,1,2028-05-23
CUST-00429,2024-01-04,starter,47.78,1337.92,annual,28,1,635,52,0,NA,mid-market,0,
CUST-00430,2021-04-11,starter,52.58,2997.11,month-to-month,57,12,223,59,0,EMEA,mid-market,1,2025-12-16
CUST-00431,2021-10-19,growth,129.9,6495.05,month-to-month,50,3,235,53,0,LATAM,smb,1,2025-11-27
CUST-00432,2022-10-25,enterprise,960.64,45149.99,month-to-month,47,1,138,22,0,LATAM,enterprise,0,
CUST-00433,2021-09-11,starter,57.26,3263.88,month-to-month,57,1,305,5,0,NA,smb,0,
CUST-00434,2023-02-19,growth,183.26,1099.53,month-to-month,6,1,478,21,0,NA,smb,0,
CUST-00435,2023-07-03,starter,47.72,524.88,multi-year,11,4,610,51,0,APAC,mid-market,0,
CUST-00436,2023-10-08,starter,51.42,668.5,month-to-month,13,0,617,71,1,EMEA,mid-market,0,
CUST-00437,2022-03-02,growth,143.23,3867.09,annual,27,1,980,71,0,NA,smb,0,
CUST-00438,2021-08-12,growth,146.38,439.15,month-to-month,3,0,238,30,0,LATAM,smb,1,2021-11-10
CUST-00439,2023-01-08,enterprise,827.95,15731.05,month-to-month,19,2,197,24,0,NA,enterprise,0,
CUST-00440,2022-07-17,growth,144.1,8357.96,month-to-month,58,1,248,52,0,APAC,smb,1,2027-04-22
CUST-00441,2022-08-12,starter,43.37,1734.73,month-to-month,40,0,624,67,0,LATAM,mid-market,0,
CUST-00442,2022-04-22,growth,156.0,9360.2,month-to-month,60,0,205,38,0,APAC,mid-market,1,2027-03-27
CUST-00443,2021-04-04,enterprise,985.41,1970.83,month-to-month,2,1,421,29,1,APAC,enterprise,0,
CUST-00444,2021-01-13,starter,47.54,47.54,annual,1,2,648,76,0,NA,smb,0,
CUST-00445,2021-10-06,starter,59.61,3218.77,month-to-month,54,0,304,64,0,LATAM,mid-market,0,
CUST-00446,2022-10-09,growth,144.49,4334.73,month-to-month,30,3,415,7,0,NA,smb,0,
CUST-00447,2023-03-09,growth,163.99,819.95,annual,5,7,1100,80,0,EMEA,smb,0,
CUST-00448,2022-09-12,growth,178.92,8230.42,annual,46,4,640,77,0,EMEA,mid-market,0,
CUST-00449,2021-11-12,growth,174.27,8887.87,month-to-month,51,0,588,81,0,EMEA,mid-market,0,
CUST-00450,2022-02-25,growth,157.41,7870.62,month-to-month,50,0,800,99,1,NA,smb,0,
CUST-00451,2021-07-31,starter,48.18,48.18,annual,1,0,837,40,0,APAC,smb,0,
CUST-00452,2021-11-19,starter,54.8,1150.88,annual,21,0,380,35,0,APAC,smb,0,
CUST-00453,2021-12-17,starter,57.41,803.72,multi-year,14,1,599,100,0,NA,smb,0,
CUST-00454,2022-01-02,growth,129.86,519.43,annual,4,0,615,62,0,LATAM,smb,0,
CUST-00455,2021-07-10,starter,56.63,2605.11,month-to-month,46,3,748,89,1,LATAM,mid-market,0,
CUST-00456,2022-11-08,growth,181.06,5612.75,month-to-month,31,0,572,50,0,APAC,smb,0,
CUST-00457,2021-07-30,growth,162.67,1301.4,month-to-month,8,0,560,97,0,LATAM,smb,1,2022-03-27
CUST-00458,2021-11-22,growth,151.29,5446.48,annual,36,2,491,38,1,LATAM,mid-market,0,
CUST-00459,2023-09-24,growth,136.97,6985.26,month-to-month,51,8,295,65,0,NA,smb,1,2027-12-02
CUST-00460,2023-02-16,starter,55.09,2919.56,month-to-month,53,1,250,55,0,APAC,mid-market,0,
CUST-00461,2021-11-02,starter,41.65,583.15,annual,14,3,836,55,1,LATAM,mid-market,1,2022-12-27
CUST-00462,2023-06-10,growth,167.15,2172.97,month-to-month,13,0,342,72,1,APAC,mid-market,0,
CUST-00463,2021-04-19,enterprise,896.92,35876.9,annual,40,9,742,80,0,NA,enterprise,0,
CUST-00464,2023-02-23,growth,150.15,1201.19,annual,8,4,673,97,1,LATAM,mid-market,0,
CUST-00465,2021-09-15,starter,49.83,1544.66,month-to-month,31,0,513,55,0,EMEA,smb,0,
CUST-00466,2023-07-23,starter,44.34,2083.96,annual,47,4,735,68,0,LATAM,smb,0,
CUST-00467,2022-04-30,growth,127.09,4575.34,month-to-month,36,3,455,60,0,APAC,mid-market,0,
CUST-00468,2021-10-18,growth,155.35,466.05,month-to-month,3,8,408,33,0,APAC,smb,0,
CUST-00469,2022-10-02,starter,54.07,865.12,month-to-month,16,1,492,40,1,NA,smb,0,
CUST-00470,2022-08-27,enterprise,915.55,915.55,month-to-month,1,1,174,47,0,APAC,enterprise,0,
CUST-00471,2022-08-21,growth,160.79,7557.25,annual,47,3,505,52,0,NA,smb,0,
CUST-00472,2021-12-24,starter,46.69,2567.75,month-to-month,55,3,334,32,0,EMEA,smb,0,
CUST-00473,2021-10-25,starter,42.3,719.08,month-to-month,17,3,512,89,0,EMEA,mid-market,0,
CUST-00474,2022-12-08,enterprise,839.97,22679.3,annual,27,3,437,51,0,NA,enterprise,0,
CUST-00475,2023-02-17,starter,56.4,225.59,annual,4,0,565,98,0,LATAM,mid-market,0,
CUST-00476,2021-07-19,growth,158.25,158.25,month-to-month,1,0,327,52,1,APAC,smb,0,
CUST-00477,2023-08-03,enterprise,855.97,50502.33,month-to-month,59,2,393,74,0,EMEA,enterprise,0,
CUST-00478,2021-01-25,starter,54.84,1864.46,annual,34,0,735,90,0,LATAM,mid-market,0,
CUST-00479,2022-03-21,growth,132.13,3038.98,month-to-month,23,0,442,45,0,NA,smb,0,
CUST-00480,2022-06-03,starter,59.21,1480.29,month-to-month,25,2,47,23,1,APAC,mid-market,0,
CUST-00481,2021-06-01,growth,172.55,10352.95,multi-year,60,11,565,45,1,APAC,smb,1,2026-05-06
CUST-00482,2023-03-16,growth,185.02,740.09,month-to-month,4,0,456,48,1,EMEA,mid-market,1,2023-07-14
CUST-00483,2022-05-29,growth,128.73,1802.19,month-to-month,14,2,314,47,0,LATAM,mid-market,1,2023-07-23
CUST-00484,2023-10-02,starter,49.32,2959.2,month-to-month,60,0,512,83,0,LATAM,smb,1,2028-09-05
CUST-00485,2023-01-06,starter,44.03,1540.9,annual,35,0,546,40,0,APAC,smb,0,
CUST-00486,2021-12-28,starter,56.67,1360.17,month-to-month,24,1,585,79,2,NA,mid-market,0,
CUST-00487,2022-01-24,enterprise,794.67,15893.33,annual,20,2,547,57,1,EMEA,enterprise,0,
CUST-00488,2021-02-03,starter,60.56,1938.02,month-to-month,32,1,313,25,1,NA,smb,0,
CUST-00489,2021-11-02,starter,54.94,1428.45,month-to-month,26,0,342,24,1,EMEA,smb,0,
CUST-00490,2021-01-30,enterprise,851.42,8514.19,month-to-month,10,1,615,56,0,EMEA,enterprise,0,
CUST-00491,2022-03-28,starter,43.89,1316.64,multi-year,30,2,921,82,1,NA,mid-market,0,
CUST-00492,2021-04-04,growth,184.15,3867.06,month-to-month,21,0,294,37,0,EMEA,mid-market,1,2022-12-25
CUST-00493,2021-07-24,starter,59.79,2929.87,month-to-month,49,1,267,35,0,LATAM,smb,1,2025-08-02
CUST-00494,2023-09-02,growth,179.51,1077.06,month-to-month,6,0,626,83,0,EMEA,mid-market,0,
CUST-00495,2021-06-30,growth,169.4,4573.67,annual,27,0,572,47,0,APAC,smb,0,
CUST-00496,2022-03-26,starter,56.57,735.39,month-to-month,13,0,555,79,0,LATAM,smb,0,
CUST-00497,2021-03-30,growth,154.93,619.7,annual,4,0,483,1,1,NA,mid-market,0,
CUST-00498,2021-12-27,growth,170.78,2903.24,month-to-month,17,0,432,36,1,EMEA,mid-market,0,
CUST-00499,2022-10-30,starter,45.55,227.73,month-to-month,5,5,311,33,1,EMEA,mid-market,0,
CUST-00500,2023-06-12,starter,50.88,814.1,month-to-month,16,2,349,50,1,EMEA,mid-market,1,2024-10-04
CUST-00501,2021-03-07,starter,46.94,1173.4,annual,25,1,701,85,0,NA,smb,0,
CUST-00502,2021-12-15,growth,135.99,4079.84,month-to-month,30,1,455,56,1,EMEA,smb,0,
CUST-00503,2022-05-21,growth,170.16,9528.91,annual,56,12,717,57,0,EMEA,smb,0,
CUST-00504,2021-03-10,starter,50.87,3001.61,annual,59,1,695,69,0,LATAM,smb,0,
CUST-00505,2023-01-05,starter,49.62,1438.97,month-to-month,29,1,434,14,0,APAC,mid-market,1,2025-05-24
CUST-00506,2023-08-08,starter,53.09,1645.78,multi-year,31,2,448,47,0,EMEA,smb,0,
CUST-00507,2022-11-13,enterprise,989.73,50476.17,month-to-month,51,4,427,41,0,NA,enterprise,0,
CUST-00508,2023-01-16,starter,51.74,2638.68,annual,51,2,459,77,0,NA,smb,0,
CUST-00509,2022-11-17,starter,56.81,1363.49,month-to-month,24,1,372,19,0,EMEA,smb,1,2024-11-06
CUST-00510,2021-05-10,starter,54.98,2694.14,annual,49,3,574,81,0,APAC,mid-market,0,
CUST-00511,2021-05-15,starter,53.82,1668.44,month-to-month,31,2,299,38,0,EMEA,smb,0,
CUST-00512,2021-10-31,enterprise,823.4,4940.4,month-to-month,6,1,491,40,0,LATAM,enterprise,1,2022-04-29
CUST-00513,2021-02-13,starter,49.88,947.81,month-to-month,19,1,594,61,0,APAC,smb,0,
CUST-00514,2023-12-22,starter,54.31,2932.88,month-to-month,54,6,305,50,0,LATAM,smb,1,2028-05-29
